image_path,alpha_path
data\train_processed\images\00001821.png,data\train_processed\alpha\00001821.png
data\train_processed\images\00000400.png,data\train_processed\alpha\00000400.png
data\train_processed\images\00000122.png,data\train_processed\alpha\00000122.png
data\train_processed\images\00001207.png,data\train_processed\alpha\00001207.png
data\train_processed\images\00000202.png,data\train_processed\alpha\00000202.png
data\train_processed\images\00001462.png,data\train_processed\alpha\00001462.png
data\train_processed\images\00000835.png,data\train_processed\alpha\00000835.png
data\train_processed\images\00000246.png,data\train_processed\alpha\00000246.png
data\train_processed\images\00001439.png,data\train_processed\alpha\00001439.png
data\train_processed\images\00001868.png,data\train_processed\alpha\00001868.png
data\train_processed\images\00001945.png,data\train_processed\alpha\00001945.png
data\train_processed\images\00001707.png,data\train_processed\alpha\00001707.png
data\train_processed\images\00001878.png,data\train_processed\alpha\00001878.png
data\train_processed\images\00001153.png,data\train_processed\alpha\00001153.png
data\train_processed\images\00001661.png,data\train_processed\alpha\00001661.png
data\train_processed\images\00001426.png,data\train_processed\alpha\00001426.png
data\train_processed\images\00000384.png,data\train_processed\alpha\00000384.png
data\train_processed\images\00001756.png,data\train_processed\alpha\00001756.png
data\train_processed\images\00000854.png,data\train_processed\alpha\00000854.png
data\train_processed\images\00001589.png,data\train_processed\alpha\00001589.png
data\train_processed\images\00000219.png,data\train_processed\alpha\00000219.png
data\train_processed\images\00000641.png,data\train_processed\alpha\00000641.png
data\train_processed\images\00000001.png,data\train_processed\alpha\00000001.png
data\train_processed\images\00000112.png,data\train_processed\alpha\00000112.png
data\train_processed\images\00000698.png,data\train_processed\alpha\00000698.png
data\train_processed\images\00001913.png,data\train_processed\alpha\00001913.png
data\train_processed\images\00000951.png,data\train_processed\alpha\00000951.png
data\train_processed\images\00001648.png,data\train_processed\alpha\00001648.png
data\train_processed\images\00001636.png,data\train_processed\alpha\00001636.png
data\train_processed\images\00001746.png,data\train_processed\alpha\00001746.png
data\train_processed\images\00001410.png,data\train_processed\alpha\00001410.png
data\train_processed\images\00001409.png,data\train_processed\alpha\00001409.png
data\train_processed\images\00001533.png,data\train_processed\alpha\00001533.png
data\train_processed\images\00001291.png,data\train_processed\alpha\00001291.png
data\train_processed\images\00001951.png,data\train_processed\alpha\00001951.png
data\train_processed\images\00000441.png,data\train_processed\alpha\00000441.png
data\train_processed\images\00001520.png,data\train_processed\alpha\00001520.png
data\train_processed\images\00001136.png,data\train_processed\alpha\00001136.png
data\train_processed\images\00001715.png,data\train_processed\alpha\00001715.png
data\train_processed\images\00001256.png,data\train_processed\alpha\00001256.png
data\train_processed\images\00001861.png,data\train_processed\alpha\00001861.png
data\train_processed\images\00001631.png,data\train_processed\alpha\00001631.png
data\train_processed\images\00001695.png,data\train_processed\alpha\00001695.png
data\train_processed\images\00001397.png,data\train_processed\alpha\00001397.png
data\train_processed\images\00000663.png,data\train_processed\alpha\00000663.png
data\train_processed\images\00001833.png,data\train_processed\alpha\00001833.png
data\train_processed\images\00001257.png,data\train_processed\alpha\00001257.png
data\train_processed\images\00001771.png,data\train_processed\alpha\00001771.png
data\train_processed\images\00001700.png,data\train_processed\alpha\00001700.png
data\train_processed\images\00000317.png,data\train_processed\alpha\00000317.png
data\train_processed\images\00000648.png,data\train_processed\alpha\00000648.png
data\train_processed\images\00001434.png,data\train_processed\alpha\00001434.png
data\train_processed\images\00001479.png,data\train_processed\alpha\00001479.png
data\train_processed\images\00000709.png,data\train_processed\alpha\00000709.png
data\train_processed\images\00001382.png,data\train_processed\alpha\00001382.png
data\train_processed\images\00001282.png,data\train_processed\alpha\00001282.png
data\train_processed\images\00000972.png,data\train_processed\alpha\00000972.png
data\train_processed\images\00000627.png,data\train_processed\alpha\00000627.png
data\train_processed\images\00000632.png,data\train_processed\alpha\00000632.png
data\train_processed\images\00001306.png,data\train_processed\alpha\00001306.png
data\train_processed\images\00001400.png,data\train_processed\alpha\00001400.png
data\train_processed\images\00001408.png,data\train_processed\alpha\00001408.png
data\train_processed\images\00001248.png,data\train_processed\alpha\00001248.png
data\train_processed\images\00001950.png,data\train_processed\alpha\00001950.png
data\train_processed\images\00001254.png,data\train_processed\alpha\00001254.png
data\train_processed\images\00001496.png,data\train_processed\alpha\00001496.png
data\train_processed\images\00001371.png,data\train_processed\alpha\00001371.png
data\train_processed\images\00001529.png,data\train_processed\alpha\00001529.png
data\train_processed\images\00001663.png,data\train_processed\alpha\00001663.png
data\train_processed\images\00001354.png,data\train_processed\alpha\00001354.png
data\train_processed\images\00001923.png,data\train_processed\alpha\00001923.png
data\train_processed\images\00001898.png,data\train_processed\alpha\00001898.png
data\train_processed\images\00001643.png,data\train_processed\alpha\00001643.png
data\train_processed\images\00001846.png,data\train_processed\alpha\00001846.png
data\train_processed\images\00000795.png,data\train_processed\alpha\00000795.png
data\train_processed\images\00000645.png,data\train_processed\alpha\00000645.png
data\train_processed\images\00001012.png,data\train_processed\alpha\00001012.png
data\train_processed\images\00001837.png,data\train_processed\alpha\00001837.png
data\train_processed\images\00000556.png,data\train_processed\alpha\00000556.png
data\train_processed\images\00000681.png,data\train_processed\alpha\00000681.png
data\train_processed\images\00000577.png,data\train_processed\alpha\00000577.png
data\train_processed\images\00001109.png,data\train_processed\alpha\00001109.png
data\train_processed\images\00001266.png,data\train_processed\alpha\00001266.png
data\train_processed\images\00001722.png,data\train_processed\alpha\00001722.png
data\train_processed\images\00001183.png,data\train_processed\alpha\00001183.png
data\train_processed\images\00000524.png,data\train_processed\alpha\00000524.png
data\train_processed\images\00001059.png,data\train_processed\alpha\00001059.png
data\train_processed\images\00000540.png,data\train_processed\alpha\00000540.png
data\train_processed\images\00001194.png,data\train_processed\alpha\00001194.png
data\train_processed\images\00001678.png,data\train_processed\alpha\00001678.png
data\train_processed\images\00000748.png,data\train_processed\alpha\00000748.png
data\train_processed\images\00001849.png,data\train_processed\alpha\00001849.png
data\train_processed\images\00001430.png,data\train_processed\alpha\00001430.png
data\train_processed\images\00000484.png,data\train_processed\alpha\00000484.png
data\train_processed\images\00001757.png,data\train_processed\alpha\00001757.png
data\train_processed\images\00000095.png,data\train_processed\alpha\00000095.png
data\train_processed\images\00001020.png,data\train_processed\alpha\00001020.png
data\train_processed\images\00000563.png,data\train_processed\alpha\00000563.png
data\train_processed\images\00001264.png,data\train_processed\alpha\00001264.png
data\train_processed\images\00000742.png,data\train_processed\alpha\00000742.png
data\train_processed\images\00000863.png,data\train_processed\alpha\00000863.png
data\train_processed\images\00001598.png,data\train_processed\alpha\00001598.png
data\train_processed\images\00001714.png,data\train_processed\alpha\00001714.png
data\train_processed\images\00001484.png,data\train_processed\alpha\00001484.png
data\train_processed\images\00000891.png,data\train_processed\alpha\00000891.png
data\train_processed\images\00001577.png,data\train_processed\alpha\00001577.png
data\train_processed\images\00001038.png,data\train_processed\alpha\00001038.png
data\train_processed\images\00000206.png,data\train_processed\alpha\00000206.png
data\train_processed\images\00000392.png,data\train_processed\alpha\00000392.png
data\train_processed\images\00000794.png,data\train_processed\alpha\00000794.png
data\train_processed\images\00000870.png,data\train_processed\alpha\00000870.png
data\train_processed\images\00000397.png,data\train_processed\alpha\00000397.png
data\train_processed\images\00000766.png,data\train_processed\alpha\00000766.png
data\train_processed\images\00001839.png,data\train_processed\alpha\00001839.png
data\train_processed\images\00001241.png,data\train_processed\alpha\00001241.png
data\train_processed\images\00001028.png,data\train_processed\alpha\00001028.png
data\train_processed\images\00001792.png,data\train_processed\alpha\00001792.png
data\train_processed\images\00000642.png,data\train_processed\alpha\00000642.png
data\train_processed\images\00001889.png,data\train_processed\alpha\00001889.png
data\train_processed\images\00000612.png,data\train_processed\alpha\00000612.png
data\train_processed\images\00001762.png,data\train_processed\alpha\00001762.png
data\train_processed\images\00000960.png,data\train_processed\alpha\00000960.png
data\train_processed\images\00001570.png,data\train_processed\alpha\00001570.png
data\train_processed\images\00000725.png,data\train_processed\alpha\00000725.png
data\train_processed\images\00000683.png,data\train_processed\alpha\00000683.png
data\train_processed\images\00000098.png,data\train_processed\alpha\00000098.png
data\train_processed\images\00000804.png,data\train_processed\alpha\00000804.png
data\train_processed\images\00001751.png,data\train_processed\alpha\00001751.png
data\train_processed\images\00001597.png,data\train_processed\alpha\00001597.png
data\train_processed\images\00000406.png,data\train_processed\alpha\00000406.png
data\train_processed\images\00000502.png,data\train_processed\alpha\00000502.png
data\train_processed\images\00001071.png,data\train_processed\alpha\00001071.png
data\train_processed\images\00001056.png,data\train_processed\alpha\00001056.png
data\train_processed\images\00000929.png,data\train_processed\alpha\00000929.png
data\train_processed\images\00000779.png,data\train_processed\alpha\00000779.png
data\train_processed\images\00000200.png,data\train_processed\alpha\00000200.png
data\train_processed\images\00000134.png,data\train_processed\alpha\00000134.png
data\train_processed\images\00001051.png,data\train_processed\alpha\00001051.png
data\train_processed\images\00000040.png,data\train_processed\alpha\00000040.png
data\train_processed\images\00001017.png,data\train_processed\alpha\00001017.png
data\train_processed\images\00000230.png,data\train_processed\alpha\00000230.png
data\train_processed\images\00001513.png,data\train_processed\alpha\00001513.png
data\train_processed\images\00001796.png,data\train_processed\alpha\00001796.png
data\train_processed\images\00000378.png,data\train_processed\alpha\00000378.png
data\train_processed\images\00000288.png,data\train_processed\alpha\00000288.png
data\train_processed\images\00000418.png,data\train_processed\alpha\00000418.png
data\train_processed\images\00001698.png,data\train_processed\alpha\00001698.png
data\train_processed\images\00000391.png,data\train_processed\alpha\00000391.png
data\train_processed\images\00000592.png,data\train_processed\alpha\00000592.png
data\train_processed\images\00001522.png,data\train_processed\alpha\00001522.png
data\train_processed\images\00001162.png,data\train_processed\alpha\00001162.png
data\train_processed\images\00001086.png,data\train_processed\alpha\00001086.png
data\train_processed\images\00001495.png,data\train_processed\alpha\00001495.png
data\train_processed\images\00000647.png,data\train_processed\alpha\00000647.png
data\train_processed\images\00001152.png,data\train_processed\alpha\00001152.png
data\train_processed\images\00001367.png,data\train_processed\alpha\00001367.png
data\train_processed\images\00000520.png,data\train_processed\alpha\00000520.png
data\train_processed\images\00001862.png,data\train_processed\alpha\00001862.png
data\train_processed\images\00000064.png,data\train_processed\alpha\00000064.png
data\train_processed\images\00001836.png,data\train_processed\alpha\00001836.png
data\train_processed\images\00000014.png,data\train_processed\alpha\00000014.png
data\train_processed\images\00001180.png,data\train_processed\alpha\00001180.png
data\train_processed\images\00001064.png,data\train_processed\alpha\00001064.png
data\train_processed\images\00000492.png,data\train_processed\alpha\00000492.png
data\train_processed\images\00000379.png,data\train_processed\alpha\00000379.png
data\train_processed\images\00000187.png,data\train_processed\alpha\00000187.png
data\train_processed\images\00000763.png,data\train_processed\alpha\00000763.png
data\train_processed\images\00000216.png,data\train_processed\alpha\00000216.png
data\train_processed\images\00000791.png,data\train_processed\alpha\00000791.png
data\train_processed\images\00001076.png,data\train_processed\alpha\00001076.png
data\train_processed\images\00000878.png,data\train_processed\alpha\00000878.png
data\train_processed\images\00000337.png,data\train_processed\alpha\00000337.png
data\train_processed\images\00001772.png,data\train_processed\alpha\00001772.png
data\train_processed\images\00000719.png,data\train_processed\alpha\00000719.png
data\train_processed\images\00001748.png,data\train_processed\alpha\00001748.png
data\train_processed\images\00000295.png,data\train_processed\alpha\00000295.png
data\train_processed\images\00001725.png,data\train_processed\alpha\00001725.png
data\train_processed\images\00001016.png,data\train_processed\alpha\00001016.png
data\train_processed\images\00001275.png,data\train_processed\alpha\00001275.png
data\train_processed\images\00001750.png,data\train_processed\alpha\00001750.png
data\train_processed\images\00001485.png,data\train_processed\alpha\00001485.png
data\train_processed\images\00000455.png,data\train_processed\alpha\00000455.png
data\train_processed\images\00001994.png,data\train_processed\alpha\00001994.png
data\train_processed\images\00000815.png,data\train_processed\alpha\00000815.png
data\train_processed\images\00001886.png,data\train_processed\alpha\00001886.png
data\train_processed\images\00000269.png,data\train_processed\alpha\00000269.png
data\train_processed\images\00000995.png,data\train_processed\alpha\00000995.png
data\train_processed\images\00000201.png,data\train_processed\alpha\00000201.png
data\train_processed\images\00000161.png,data\train_processed\alpha\00000161.png
data\train_processed\images\00001579.png,data\train_processed\alpha\00001579.png
data\train_processed\images\00000729.png,data\train_processed\alpha\00000729.png
data\train_processed\images\00000401.png,data\train_processed\alpha\00000401.png
data\train_processed\images\00000702.png,data\train_processed\alpha\00000702.png
data\train_processed\images\00001500.png,data\train_processed\alpha\00001500.png
data\train_processed\images\00001845.png,data\train_processed\alpha\00001845.png
data\train_processed\images\00001795.png,data\train_processed\alpha\00001795.png
data\train_processed\images\00001129.png,data\train_processed\alpha\00001129.png
data\train_processed\images\00000565.png,data\train_processed\alpha\00000565.png
data\train_processed\images\00001413.png,data\train_processed\alpha\00001413.png
data\train_processed\images\00001021.png,data\train_processed\alpha\00001021.png
data\train_processed\images\00001025.png,data\train_processed\alpha\00001025.png
data\train_processed\images\00001411.png,data\train_processed\alpha\00001411.png
data\train_processed\images\00001895.png,data\train_processed\alpha\00001895.png
data\train_processed\images\00001585.png,data\train_processed\alpha\00001585.png
data\train_processed\images\00001104.png,data\train_processed\alpha\00001104.png
data\train_processed\images\00000205.png,data\train_processed\alpha\00000205.png
data\train_processed\images\00000034.png,data\train_processed\alpha\00000034.png
data\train_processed\images\00000775.png,data\train_processed\alpha\00000775.png
data\train_processed\images\00000508.png,data\train_processed\alpha\00000508.png
data\train_processed\images\00001451.png,data\train_processed\alpha\00001451.png
data\train_processed\images\00001478.png,data\train_processed\alpha\00001478.png
data\train_processed\images\00001968.png,data\train_processed\alpha\00001968.png
data\train_processed\images\00001390.png,data\train_processed\alpha\00001390.png
data\train_processed\images\00000091.png,data\train_processed\alpha\00000091.png
data\train_processed\images\00001363.png,data\train_processed\alpha\00001363.png
data\train_processed\images\00000897.png,data\train_processed\alpha\00000897.png
data\train_processed\images\00000564.png,data\train_processed\alpha\00000564.png
data\train_processed\images\00001369.png,data\train_processed\alpha\00001369.png
data\train_processed\images\00000776.png,data\train_processed\alpha\00000776.png
data\train_processed\images\00000241.png,data\train_processed\alpha\00000241.png
data\train_processed\images\00000013.png,data\train_processed\alpha\00000013.png
data\train_processed\images\00000315.png,data\train_processed\alpha\00000315.png
data\train_processed\images\00000600.png,data\train_processed\alpha\00000600.png
data\train_processed\images\00000387.png,data\train_processed\alpha\00000387.png
data\train_processed\images\00001297.png,data\train_processed\alpha\00001297.png
data\train_processed\images\00000166.png,data\train_processed\alpha\00000166.png
data\train_processed\images\00000840.png,data\train_processed\alpha\00000840.png
data\train_processed\images\00000020.png,data\train_processed\alpha\00000020.png
data\train_processed\images\00000646.png,data\train_processed\alpha\00000646.png
data\train_processed\images\00001842.png,data\train_processed\alpha\00001842.png
data\train_processed\images\00001508.png,data\train_processed\alpha\00001508.png
data\train_processed\images\00001154.png,data\train_processed\alpha\00001154.png
data\train_processed\images\00001528.png,data\train_processed\alpha\00001528.png
data\train_processed\images\00000831.png,data\train_processed\alpha\00000831.png
data\train_processed\images\00001267.png,data\train_processed\alpha\00001267.png
data\train_processed\images\00001590.png,data\train_processed\alpha\00001590.png
data\train_processed\images\00001899.png,data\train_processed\alpha\00001899.png
data\train_processed\images\00000562.png,data\train_processed\alpha\00000562.png
data\train_processed\images\00001949.png,data\train_processed\alpha\00001949.png
data\train_processed\images\00000686.png,data\train_processed\alpha\00000686.png
data\train_processed\images\00000957.png,data\train_processed\alpha\00000957.png
data\train_processed\images\00000189.png,data\train_processed\alpha\00000189.png
data\train_processed\images\00001806.png,data\train_processed\alpha\00001806.png
data\train_processed\images\00000975.png,data\train_processed\alpha\00000975.png
data\train_processed\images\00000699.png,data\train_processed\alpha\00000699.png
data\train_processed\images\00001499.png,data\train_processed\alpha\00001499.png
data\train_processed\images\00001705.png,data\train_processed\alpha\00001705.png
data\train_processed\images\00000510.png,data\train_processed\alpha\00000510.png
data\train_processed\images\00001082.png,data\train_processed\alpha\00001082.png
data\train_processed\images\00000474.png,data\train_processed\alpha\00000474.png
data\train_processed\images\00001584.png,data\train_processed\alpha\00001584.png
data\train_processed\images\00000856.png,data\train_processed\alpha\00000856.png
data\train_processed\images\00000747.png,data\train_processed\alpha\00000747.png
data\train_processed\images\00000252.png,data\train_processed\alpha\00000252.png
data\train_processed\images\00000021.png,data\train_processed\alpha\00000021.png
data\train_processed\images\00001337.png,data\train_processed\alpha\00001337.png
data\train_processed\images\00000459.png,data\train_processed\alpha\00000459.png
data\train_processed\images\00001184.png,data\train_processed\alpha\00001184.png
data\train_processed\images\00000276.png,data\train_processed\alpha\00000276.png
data\train_processed\images\00000955.png,data\train_processed\alpha\00000955.png
data\train_processed\images\00001215.png,data\train_processed\alpha\00001215.png
data\train_processed\images\00000385.png,data\train_processed\alpha\00000385.png
data\train_processed\images\00000805.png,data\train_processed\alpha\00000805.png
data\train_processed\images\00001437.png,data\train_processed\alpha\00001437.png
data\train_processed\images\00001515.png,data\train_processed\alpha\00001515.png
data\train_processed\images\00000343.png,data\train_processed\alpha\00000343.png
data\train_processed\images\00000769.png,data\train_processed\alpha\00000769.png
data\train_processed\images\00001332.png,data\train_processed\alpha\00001332.png
data\train_processed\images\00001685.png,data\train_processed\alpha\00001685.png
data\train_processed\images\00000130.png,data\train_processed\alpha\00000130.png
data\train_processed\images\00001687.png,data\train_processed\alpha\00001687.png
data\train_processed\images\00000871.png,data\train_processed\alpha\00000871.png
data\train_processed\images\00001123.png,data\train_processed\alpha\00001123.png
data\train_processed\images\00001396.png,data\train_processed\alpha\00001396.png
data\train_processed\images\00000087.png,data\train_processed\alpha\00000087.png
data\train_processed\images\00001482.png,data\train_processed\alpha\00001482.png
data\train_processed\images\00000330.png,data\train_processed\alpha\00000330.png
data\train_processed\images\00001238.png,data\train_processed\alpha\00001238.png
data\train_processed\images\00000466.png,data\train_processed\alpha\00000466.png
data\train_processed\images\00000121.png,data\train_processed\alpha\00000121.png
data\train_processed\images\00001638.png,data\train_processed\alpha\00001638.png
data\train_processed\images\00001044.png,data\train_processed\alpha\00001044.png
data\train_processed\images\00001724.png,data\train_processed\alpha\00001724.png
data\train_processed\images\00001095.png,data\train_processed\alpha\00001095.png
data\train_processed\images\00001130.png,data\train_processed\alpha\00001130.png
data\train_processed\images\00001294.png,data\train_processed\alpha\00001294.png
data\train_processed\images\00000860.png,data\train_processed\alpha\00000860.png
data\train_processed\images\00001459.png,data\train_processed\alpha\00001459.png
data\train_processed\images\00001126.png,data\train_processed\alpha\00001126.png
